country,Year,predicted_hydro_generation _generation,predicted_hydro_consumption_consumption
Cyprus,2023,0.0,0.0
Cyprus,2024,0.0,0.0
Cyprus,2025,0.0,0.0
Cyprus,2026,0.0,0.0
Cyprus,2027,0.0,0.0
Czechia,2021,1.7834481753498659,1.7914791030516999
Czechia,2022,1.8102218075631624,1.8134557057714968
Czechia,2023,1.9949178990427705,1.9874424076735313
Czechia,2024,1.9509859838719301,1.9432298741126461
Czechia,2025,1.8704082378150246,1.8637716150067196
Czechia,2026,1.9280478407507105,1.9308227806665967
Czechia,2027,1.9388398302018957,1.9440756283464946
Denmark,2021,0.015927328930643442,0.016864161515033213
Denmark,2022,0.018269401861206264,0.016732796356886598
Denmark,2023,0.019354769878201103,0.017012000180775207
Denmark,2024,0.018054444546456168,0.016889790828779425
Denmark,2025,0.01743786213070764,0.016943605454312668
Denmark,2026,0.017183068113680117,0.0167295326177196
Denmark,2027,0.018247869129046135,0.016840161335393355
Eastern Africa,2021,78.43161167084081,78.43199327576345
Eastern Africa,2022,80.64590950590227,80.64644037348539
Eastern Africa,2023,81.26202099961183,81.26237546357969
Eastern Africa,2024,82.54247550799485,82.54349677758628
Eastern Africa,2025,85.96557355276006,85.96684075994501
Eastern Africa,2026,86.80574081057298,86.80681332286395
Eastern Africa,2027,86.61897878643501,86.62016568616922
Ecuador,2021,26.995705561921447,26.951256012683302
Ecuador,2022,28.59089248694476,28.449369106271273
Ecuador,2023,30.203261384456752,30.05619570229311
Ecuador,2024,30.974455321105296,30.744694035600112
Ecuador,2025,32.36874908704729,32.05588619920303
Ecuador,2026,33.15097829226836,32.79736367338791
Ecuador,2027,34.26349484620895,33.88081063678083
Egypt,2021,12.30581371419317,12.974742718412518
Egypt,2022,12.171047966110235,13.002624959107445
Egypt,2023,11.91439906192869,12.85486617417904
Egypt,2024,12.060329085656633,12.707028223527084
Egypt,2025,11.981091254799258,12.764927292179928
Egypt,2026,11.784720540580349,12.870970569572414
Egypt,2027,11.86275806720561,12.89153108953396
Estonia,2021,0.02026422241274301,0.027455699336324302
Estonia,2022,0.009768361211458836,0.018733993580014964
Estonia,2023,0.017094693391733248,0.023464114843204677
Estonia,2024,0.025260762578242193,0.037189708141082745
Estonia,2025,0.01621727055636113,0.032690712012189135
Estonia,2026,0.009746323417463858,0.02169070366291329
Estonia,2027,0.017138801362929057,0.024682061714179034
Europe,2021,743.4461450200524,649.672802397415
Europe,2022,771.9303730122933,656.0415186071939
Europe,2023,726.081467457326,630.8455030151325
Europe,2024,769.5201630572294,669.5221103002282
Europe,2025,730.2489308485817,637.0167686950336
Europe,2026,766.4536525366093,655.8432021088589
Europe,2027,735.131464404762,642.6304287237732
Finland,2021,14.212942383316895,14.20985193315158
Finland,2022,13.82170802803991,13.78914535412886
Finland,2023,15.736148717759562,15.684073907555817
Finland,2024,15.397798545815188,15.391143963766723
Finland,2025,13.735931556527527,13.718293398529687
Finland,2026,13.787595598857306,13.749818977762509
Finland,2027,14.204208392932316,14.127705169585012
France,2021,58.270072362424465,57.32441540451341
France,2022,57.26296325448738,56.4739086417833
France,2023,57.406746803627414,56.2854713973218
France,2024,58.75630842029617,57.80349880174399
France,2025,59.483543864814415,58.54166597367365
France,2026,59.519655642087805,58.646632926586925
France,2027,58.98524676139863,58.12385592776182
Germany,2021,18.82948585476297,18.931807630029173
Germany,2022,19.888410775355723,19.596466116032268
Germany,2023,19.676805495871186,19.337225616885306
Germany,2024,18.675372949899014,19.178738033283405
Germany,2025,19.355142018768557,19.219714589994794
Germany,2026,18.73279134171686,19.154266083283623
Germany,2027,18.921814962884454,19.04589832106614
Greece,2021,4.8457883020593595,4.901555799966987
Greece,2022,4.64394068815862,4.645095138871717
Greece,2023,4.395895851344385,4.454367262230997
Greece,2024,4.382340247960468,4.403932848316193
Greece,2025,4.35886738877183,4.403569389044814
Greece,2026,4.282422083215861,4.337537341990512
Greece,2027,4.297927915958825,4.3389058871746515
Hong Kong,2021,0.0,0.0
Hong Kong,2022,0.0,0.0
Hong Kong,2023,0.0,0.0
Hong Kong,2024,0.0,0.0
Hong Kong,2025,0.0,0.0
Hong Kong,2026,0.0,0.0
Hong Kong,2027,0.0,0.0
Hungary,2021,0.25607602313932665,0.2566916300751359
Hungary,2022,0.22848779151176674,0.22848047597126603
Hungary,2023,0.239113625872773,0.23980341033663857
Hungary,2024,0.2239607589454959,0.22169419852257305
Hungary,2025,0.2301794889153907,0.23014255118817487
Hungary,2026,0.23803996480913125,0.23940571135447425
Hungary,2027,0.2366933992265553,0.2392905778122575
Iceland,2021,13.042742054939547,13.047192675816959
Iceland,2022,13.253287863989973,13.26016019163725
Iceland,2023,13.22488301850944,13.230769137413194
Iceland,2024,13.326674145223304,13.33190938433778
Iceland,2025,13.242349148920527,13.247219326621222
Iceland,2026,13.159861396334517,13.164788254341953
Iceland,2027,13.09762744213442,13.103532169737411
India,2021,165.15440464163402,165.15543666359972
India,2022,161.714584241429,161.71577818638713
India,2023,161.00668314822337,161.0112168085471
India,2024,162.26691345199075,162.27032534362434
India,2025,167.59894153037325,167.60253438977642
India,2026,174.59693581655284,174.5995399677527
India,2027,174.8939164198869,174.89862731027984
Indonesia,2021,17.004711109157586,17.008902080060658
Indonesia,2022,17.1184488811691,17.112137283434116
Indonesia,2023,19.4112775794259,19.40910153880289
Indonesia,2024,17.767593301098458,17.771948538694883
Indonesia,2025,17.288993912954954,17.283526233755858
Indonesia,2026,18.762150884494073,18.75929087452155
Indonesia,2027,18.378467567379833,18.381974036189174
Iran,2021,22.80774851085721,19.60959498752482
Iran,2022,22.70041028551466,22.632062584113555
Iran,2023,23.401347771023836,18.73000925702009
Iran,2024,20.248903236773334,17.890350077226998
Iran,2025,21.23228946492263,19.39329849713476
Iran,2026,21.969345399769406,19.47901429283424
Iran,2027,22.127086911050913,19.52807503017769
Iraq,2021,2.186155369644678,3.4333689296497476
Iraq,2022,2.3738929951479353,3.8006832544950235
Iraq,2023,2.442063620874809,2.8538438472752814
Iraq,2024,2.652309239412586,3.15213149626158
Iraq,2025,2.54662843283335,3.168882316513024
Iraq,2026,2.480367638767796,2.22288061964443
Iraq,2027,2.451246540681776,2.409256294596485
Ireland,2021,0.8043068016387571,0.8057021905951545
Ireland,2022,0.7394729060157899,0.7420623379717403
Ireland,2023,0.793607073160475,0.7931307704583465
Ireland,2024,0.7401460232909347,0.7434167292762277
Ireland,2025,0.7639957516998809,0.7645860152207328
Ireland,2026,0.8071147477899868,0.8107872834295237
Ireland,2027,0.8239289009034212,0.8241207673732998
Israel,2021,0.008221670233344584,-0.006440919500644506
Israel,2022,0.012893609582301357,-0.0017201863426057236
Israel,2023,0.009111305965804593,-0.005882664768646024
Israel,2024,0.001995302934606074,-0.006170151089080276
Israel,2025,0.0125050108780996,-0.004143129609235316
Israel,2026,0.002017878268435018,-0.006033627621981074
Israel,2027,0.010767597945941903,-0.004482255503037775
Italy,2021,45.70403343326082,44.60479007241487
Italy,2022,47.92565508552271,48.013614721346215
Italy,2023,53.57094155655232,54.30132523978725
Italy,2024,48.823272138314785,48.8313888359005
Italy,2025,46.58247689476012,44.91142478358409
Italy,2026,44.740418423420884,43.35119818765012
Italy,2027,46.95693639310972,46.44291495586694
Japan,2021,83.06219497336886,78.75649035896164
Japan,2022,85.8420888658811,81.77428359706987
Japan,2023,82.14122159602172,80.08692805001324
Japan,2024,82.4241376130905,79.67328824728767
Japan,2025,82.69950067426966,79.03834797715096
Japan,2026,83.23209351832989,77.30997599594016
Japan,2027,85.14759154545379,78.2222085570955
Kazakhstan,2021,9.729959490498135,9.718879229718171
Kazakhstan,2022,10.294388292741647,10.285427976764067
Kazakhstan,2023,9.8411430821664,9.839564885042469
Kazakhstan,2024,9.621559333044132,9.621905898734358
Kazakhstan,2025,9.831547293226109,9.837225627674481
Kazakhstan,2026,9.986726777568341,9.986606748758582
Kazakhstan,2027,10.050439253228753,10.045133846683717
Kuwait,2021,0.0,0.0
Kuwait,2022,0.0,0.0
Kuwait,2023,0.0,0.0
Kuwait,2024,0.0,0.0
Kuwait,2025,0.0,0.0
Kuwait,2026,0.0,0.0
Kuwait,2027,0.0,0.0
Latvia,2021,2.621563464956899,2.624960832024515
Latvia,2022,2.6458316376537248,2.645499181517102
Latvia,2023,2.0398438239091585,2.0410925832115563
Latvia,2024,3.1875397493189643,3.187256052322883
Latvia,2025,3.140926122367051,3.1453988673230624
Latvia,2026,2.235647680989253,2.236580703825468
Latvia,2027,2.3827276645130975,2.3830383401343807
Lithuania,2021,0.41599923801947747,0.42355225445037614
Lithuania,2022,0.48960224217614556,0.5100774440701202
Lithuania,2023,0.4892891820065382,0.4902014575003851
Lithuania,2024,0.35760433460739943,0.3618321016048551
Lithuania,2025,0.3480192206691326,0.34831633621296226
Lithuania,2026,0.39820541326853476,0.41171421979747896
Lithuania,2027,0.4666891400779019,0.4782549403727643
Luxembourg,2021,0.0888698714547875,0.09220816339384673
Luxembourg,2022,0.11181401369549099,0.10968359389025703
Luxembourg,2023,0.09962107613843135,0.09629943150721866
Luxembourg,2024,0.09185136226478369,0.09309267184758624
Luxembourg,2025,0.10611507273533705,0.10293922549590659
Luxembourg,2026,0.09844479720226966,0.09842464615241342
Luxembourg,2027,0.08995422214322565,0.09213099835076818
Malaysia,2021,13.390498987327293,16.890889458728147
Malaysia,2022,7.181136065755033,17.890568521803075
Malaysia,2023,8.235806833740714,15.572923025958154
Malaysia,2024,6.773668994191173,13.411492950405384
Malaysia,2025,7.282497232315158,11.89173607558444
Malaysia,2026,8.323787376418062,10.37934464715251
Malaysia,2027,11.187220183364428,12.912464591327858
Mexico,2021,26.437164617878466,27.72378076839486
Mexico,2022,26.680495181409007,27.93223402721345
Mexico,2023,24.41756570161191,26.202829206090147
Mexico,2024,27.173784926158547,29.70050667153441
Mexico,2025,27.26510156750301,27.428468542298337
Mexico,2026,26.341707434202352,28.150502067930635
Mexico,2027,26.11282083663295,27.670206685188695
Middle Africa,2021,33.18888543419871,33.18895133889993
Middle Africa,2022,36.00559931445188,36.00560481601448
Middle Africa,2023,38.20855777071205,38.20886417097485
Middle Africa,2024,39.94684643523299,39.94696917830755
Middle Africa,2025,42.1537476343519,42.15378341173243
Middle Africa,2026,44.62304693288631,44.623011225329456
Middle Africa,2027,46.78546142677037,46.785614591616955
Middle East,2021,24.558226688310135,20.694218390774168
Middle East,2022,24.747568706669373,25.946061934810775
Middle East,2023,23.139093417740316,21.11367042669822
Middle East,2024,19.16760116583714,16.72198336555449
Middle East,2025,23.077882032508292,23.741363596579404
Middle East,2026,24.529805590487438,21.650981446165996
Middle East,2027,24.71406245992893,21.57648581157646
Morocco,2021,1.738352221938699,1.473460272765137
Morocco,2022,1.5644851354475422,1.3831275192863055
Morocco,2023,1.4991539052545417,1.372446501029225
Morocco,2024,1.5884049828068,1.4588104993686886
Morocco,2025,1.5540095253216042,1.3501181619488445
Morocco,2026,1.5554460301067232,1.3395544729448392
Morocco,2027,1.6188761092386625,1.395557668147951
Netherlands,2021,0.0727866379004675,0.07358197967326
Netherlands,2022,0.0925797671540643,0.09026031077607974
Netherlands,2023,0.07583064222282647,0.07332773388640645
Netherlands,2024,0.08438269188358813,0.08454451589042378
Netherlands,2025,0.07816831947740847,0.08152707094396315
Netherlands,2026,0.06311022358808155,0.06296462015630286
Netherlands,2027,0.06852546402806549,0.07145087892077204
New Zealand,2021,23.592877619959125,23.81227430618039
New Zealand,2022,23.635810085428545,23.892297976973094
New Zealand,2023,24.940201063046082,25.23625303240634
New Zealand,2024,24.93180986214182,25.190618931257315
New Zealand,2025,25.41994473347246,25.630829033568727
New Zealand,2026,25.066591328599422,25.25814272153893
New Zealand,2027,24.915775616671095,25.091361529385438
Non-OECD,2021,2835.102206828006,2835.1016288152946
Non-OECD,2022,2911.392962721311,2911.39276531396
Non-OECD,2023,2949.9146263309963,2949.9137476922565
Non-OECD,2024,2995.2123055287516,2995.211444311681
Non-OECD,2025,3050.468288837187,3050.467082282497
Non-OECD,2026,3090.4088959626197,3090.4073941205997
Non-OECD,2027,3118.235793495141,3118.233911849992
North America,2021,692.5827561960153,676.5864308442243
North America,2022,682.937152751556,666.4930432266622
North America,2023,700.0656774439782,683.4524013128525
North America,2024,703.7414824273019,684.4652125026153
North America,2025,705.323980603606,684.4435368867919
North America,2026,715.4120917414275,697.3410196301732
North America,2027,711.4149889476183,693.9967035505131
North Macedonia,2021,1.9060013904900663,1.9037107895167171
North Macedonia,2022,1.3689863453130073,1.367803656532096
North Macedonia,2023,1.5604637534652666,1.5622118888535161
North Macedonia,2024,1.4016016065951384,1.4034347261200752
North Macedonia,2025,1.3040708319413707,1.302107161795423
North Macedonia,2026,1.6451185193882325,1.6455157672167722
North Macedonia,2027,1.441693665735198,1.4385729410888877
Norway,2021,138.33372668277664,138.1340131749423
Norway,2022,137.53680504540318,137.30258127446646
Norway,2023,142.23766242738063,142.19699079827737
Norway,2024,136.45496014441355,136.12050106409362
Norway,2025,139.11088005108533,139.03229352604004
Norway,2026,134.33976013417595,134.1579720039593
Norway,2027,137.35189473798425,137.20263401375533
OECD,2021,1478.474026850245,1455.997890947998
OECD,2022,1484.676069572162,1463.2172033956006
OECD,2023,1476.9322956347496,1453.511997783137
OECD,2024,1481.317758995006,1457.9413043986137
OECD,2025,1476.1356600880724,1455.411522556282
OECD,2026,1471.3531655271036,1453.1094243855066
OECD,2027,1478.4935601731058,1459.1227397537987
Oman,2021,0.0,0.0
Oman,2022,0.0,0.0
Oman,2023,0.0,0.0
Oman,2024,0.0,0.0
Oman,2025,0.0,0.0
Oman,2026,0.0,0.0
Oman,2027,0.0,0.0
Pakistan,2021,37.56743551134731,36.40670858487912
Pakistan,2022,37.09687711640704,36.29413319746095
Pakistan,2023,38.31416249071635,35.767222834914065
Pakistan,2024,35.39206017631965,35.871875618168545
Pakistan,2025,36.70182222690682,36.65489420910043
Pakistan,2026,36.30942025240672,36.7551393330803
Pakistan,2027,35.91986705016141,36.15444226591566
Peru,2021,30.159222154623063,31.144807629278116
Peru,2022,31.251069518030445,31.97768316913802
Peru,2023,34.07883802767374,35.19171569498475
Peru,2024,34.99714175770828,36.43516209427971
Peru,2025,35.619980835948134,37.19187984679095
Peru,2026,34.94539479599015,36.71299391544373
Peru,2027,35.448611630469706,37.1357813860992
Philippines,2021,7.937239412729293,7.729389233744611
Philippines,2022,8.369664720552693,8.354361920351135
Philippines,2023,8.391790633753915,8.11636732498328
Philippines,2024,7.844155954534584,7.475102057867539
Philippines,2025,7.235167767871767,6.667369389270514
Philippines,2026,7.417765120637697,6.8837304386325355
Philippines,2027,7.976952539516379,7.5843329322505655
Poland,2021,2.0283856962624762,2.021209400669141
Poland,2022,1.9217095425504769,1.9134787564303108
Poland,2023,1.9842121597488678,1.9764070076412248
Poland,2024,1.9788304291212846,1.9726483093420455
Poland,2025,2.050795335652687,2.039986260919667
Poland,2026,2.033752859717602,2.02525077090609
Poland,2027,1.9959656257003686,1.989884316399259
Portugal,2021,13.124535519376547,13.056185603144856
Portugal,2022,8.7387098722531,8.835580826656148
Portugal,2023,13.528236160996084,13.618541738963788
Portugal,2024,9.090479115545056,9.061843749546057
Portugal,2025,11.506670375164507,11.637073596902738
Portugal,2026,10.942824889240606,10.935967423650252
Portugal,2027,10.82899476908795,11.047369510745343
Qatar,2021,0.0,0.0
Qatar,2022,0.0,0.0
Qatar,2023,0.0,0.0
Qatar,2024,0.0,0.0
Qatar,2025,0.0,0.0
Qatar,2026,0.0,0.0
Qatar,2027,0.0,0.0
Romania,2021,13.906885638362041,13.760071891370169
Romania,2022,17.081895039579937,16.852042080335817
Romania,2023,15.499519461874435,15.375403271997182
Romania,2024,17.273632861895504,17.142458599942515
Romania,2025,15.260739219639657,15.220371613093516
Romania,2026,16.868376234012384,16.747226910851715
Romania,2027,15.747938359058239,15.762337663474241
Russia,2021,191.00141355269113,203.93060896792267
Russia,2022,191.88904460334535,204.74406897706845
Russia,2023,197.47845950505635,212.9403087240766
Russia,2024,196.02821892957832,211.0815889283548
Russia,2025,198.2369382157296,212.52175431552303
Russia,2026,199.3240958952997,216.8525785714403
Russia,2027,198.1551434243082,220.1623492357643
Saudi Arabia,2021,0.0,0.0
Saudi Arabia,2022,0.0,0.0
Saudi Arabia,2023,0.0,0.0
Saudi Arabia,2024,0.0,0.0
Saudi Arabia,2025,0.0,0.0
Saudi Arabia,2026,0.0,0.0
Saudi Arabia,2027,0.0,0.0
Singapore,2021,0.0,0.0
Singapore,2022,0.0,0.0
Singapore,2023,0.0,0.0
Singapore,2024,0.0,0.0
Singapore,2025,0.0,0.0
Singapore,2026,0.0,0.0
Singapore,2027,0.0,0.0
Slovakia,2021,4.128217228199895,4.133820017658029
Slovakia,2022,4.23732032221449,4.212889622436304
Slovakia,2023,4.332698789606603,4.199307498291311
Slovakia,2024,4.222940380528782,4.190052895470252
Slovakia,2025,4.222008340692238,4.162838351890007
Slovakia,2026,4.3711810746876365,4.272787906360564
Slovakia,2027,4.360458443850763,4.286031425549306
Slovenia,2021,3.815897526295712,3.811397883180217
Slovenia,2022,4.734547688878211,4.739547281905252
Slovenia,2023,4.298639204887549,4.296766082146611
Slovenia,2024,4.920460074543104,4.921166045836968
Slovenia,2025,4.249574952124622,4.2404486615910555
Slovenia,2026,4.506283495966578,4.504197929540731
Slovenia,2027,4.233940434801883,4.235261954386097
South Africa,2021,3.1434524045402683,1.1510351878173668
South Africa,2022,2.332914898717825,1.3877783057318476
South Africa,2023,1.725241302159322,1.1582689299808466
South Africa,2024,2.4711462934260946,0.9959160441314121
South Africa,2025,2.730475192691244,0.7854901332743524
South Africa,2026,2.2687957883661056,1.0643732530840393
South Africa,2027,1.9665450768347292,1.2070588646793343
South Korea,2021,4.774766906411266,3.813793017090361
South Korea,2022,4.051472836119899,2.710113765485543
South Korea,2023,4.051033860170398,2.9844416572264443
South Korea,2024,3.085645582722388,2.721580266143313
South Korea,2025,3.307993189045786,3.3636404640431055
South Korea,2026,2.600063105625517,3.2605974145562517
South Korea,2027,3.8337863867887996,3.0370071226016986
Spain,2021,35.30679250468726,35.14181513483138
Spain,2022,24.949399969160698,23.646069560109023
Spain,2023,33.55568372742426,32.96671725637963
Spain,2024,25.1754343092245,24.662582396892716
Spain,2025,31.076243397116606,29.8070583188161
Spain,2026,29.220946549026742,27.949160299686362
Spain,2027,28.556794288481587,26.568782238817384
Sri Lanka,2021,4.781002551202448,4.748095985267143
Sri Lanka,2022,4.660164335329356,5.013200390359332
Sri Lanka,2023,5.865119636143925,5.825599461697545
Sri Lanka,2024,4.3975048384824955,4.514893975639486
Sri Lanka,2025,4.8074634020735845,5.019087740171865
Sri Lanka,2026,5.17663613117515,5.150141383462995
Sri Lanka,2027,4.8191288599403865,5.119145580391385
Sweden,2021,62.83367306628817,63.135936639547744
Sweden,2022,71.54516969839966,71.40330798067032
Sweden,2023,67.29330406413368,67.60664045268499
Sweden,2024,63.61322572807964,63.44653499856654
Sweden,2025,66.95014158379166,66.9780877172009
Sweden,2026,62.7799393056969,62.70627918343704
Sweden,2027,69.52792776382482,69.79488557085683
Switzerland,2021,39.3091119320304,38.05260605304521
Switzerland,2022,37.52969567875581,36.50262143211951
Switzerland,2023,35.58520547841029,35.60205709325873
Switzerland,2024,35.187693468957775,35.27153437569718
Switzerland,2025,36.373546746895535,36.074938738428
Switzerland,2026,37.890044908593545,36.79032662759425
Switzerland,2027,38.513793470100005,37.28667821012277
Taiwan,2021,5.019023365115448,4.310838748123919
Taiwan,2022,5.337432372835826,4.363550594922799
Taiwan,2023,5.768278017824951,4.669064926611801
Taiwan,2024,5.505518148129546,4.402858566980988
Taiwan,2025,5.147143065114591,4.868692514129282
Taiwan,2026,5.585578708199381,4.308644755142164
Taiwan,2027,5.55003229542866,4.319650509322793
Thailand,2021,3.81760852332169,4.0084903362771644
Thailand,2022,3.753761397483826,3.9540661655338813
Thailand,2023,5.310891936959642,5.4118463407009605
Thailand,2024,6.514470399054689,6.568735144791479
Thailand,2025,5.8186396091739505,5.823987057033982
Thailand,2026,4.613491431317978,4.68793707078827
Thailand,2027,3.954415906307662,4.1677181389467854
Trinidad and Tobago,2021,0.0,0.0
Trinidad and Tobago,2022,0.0,0.0
Trinidad and Tobago,2023,0.0,0.0
Trinidad and Tobago,2024,0.0,0.0
Trinidad and Tobago,2025,0.0,0.0
Trinidad and Tobago,2026,0.0,0.0
Trinidad and Tobago,2027,0.0,0.0
Turkey,2021,75.61559198009195,75.59843184799631
Turkey,2022,85.69586380819344,85.68492903194283
Turkey,2023,85.45006429205229,85.43330024319731
Turkey,2024,75.21765796582051,75.18353269548103
Turkey,2025,85.50307596225353,85.4898737643464
Turkey,2026,90.58621760393005,90.5638734772761
Turkey,2027,82.68962591963822,82.65471204846142
Turkmenistan,2021,-9.929049851415516e-38,0.003154
Turkmenistan,2022,-1.5669734428761952e-37,0.003154
Turkmenistan,2023,-6.77934443197593e-38,0.003154
Turkmenistan,2024,-4.0401530499703967e-38,0.003154
Turkmenistan,2025,-3.0555132645197766e-38,0.003154
Turkmenistan,2026,-2.605241239298245e-38,0.003154
Turkmenistan,2027,-5.989078175771245e-38,0.003154
Ukraine,2021,9.246845730942821,8.186376556979106
Ukraine,2022,6.663017130535014,6.499752966436572
Ukraine,2023,7.694688520740751,7.469295009482647
Ukraine,2024,7.815413004521515,7.418407790510813
